Snapshot_Date,SKU,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value,is_active_sales_sku,Product_Status,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,Negative_Margin_Flag,fc_w1,fc_w2,forward_demand_units,forward_demand_8w,fc_avg_weekly,lead_time_demand,available_units,required_inventory_buffer,required_buffer,stockout_flag,current_stock_below_reorder_point,reorder_gap_units,lead_time_stock_gap,safety_stock_gap,buffer_gap_units,stock_gap_units,stockout_score,excess_units,overstock_score,overstock_flag,decision_quadrant,recommended_action,action_rationale,units_at_stockout_risk,revenue_at_risk,inventory_value_tied_up,value_at_stake
2025-12-01,SKU113,59,86,6,26,59,97739.99,False,Warehouse Only (No Sales History),Uncataloged SKU113,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,145,26.0,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,97739.99,97739.99
2025-12-01,SKU114,235,76,8,41,125,512946.25,False,Warehouse Only (No Sales History),Uncataloged SKU114,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,311,41.0,41.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,512946.25,512946.25
2025-12-01,SKU115,236,28,4,42,92,149085.92,False,Warehouse Only (No Sales History),Uncataloged SKU115,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,264,42.0,42.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,149085.92,149085.92
2025-12-01,SKU116,114,114,8,21,65,491236.26,False,Warehouse Only (No Sales History),Uncataloged SKU116,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,228,21.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,491236.26,491236.26
2025-12-01,SKU117,173,42,12,64,192,112917.1,False,Warehouse Only (No Sales History),Uncataloged SKU117,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,215,64.0,64.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,112917.1,112917.1
2025-12-01,SKU118,67,13,6,15,33,68214.71,False,Warehouse Only (No Sales History),Uncataloged SKU118,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,80,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,68214.71,68214.71
2025-12-01,SKU119,139,177,6,46,104,1089992.13,False,Warehouse Only (No Sales History),Uncataloged SKU119,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,316,46.0,46.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1089992.13,1089992.13
2025-12-01,SKU120,157,256,13,47,192,987679.15,False,Warehouse Only (No Sales History),Uncataloged SKU120,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,413,47.0,47.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,987679.15,987679.15
2025-12-01,SKU121,10,5,11,7,18,12927.8,False,Warehouse Only (No Sales History),Uncataloged SKU121,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15,7.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,12927.8,12927.8
2025-12-01,SKU122,152,59,8,29,75,643754.96,False,Warehouse Only (No Sales History),Uncataloged SKU122,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,211,29.0,29.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,643754.96,643754.96
2025-12-01,SKU123,132,589,14,80,298,426946.08,False,Warehouse Only (No Sales History),Uncataloged SKU123,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,721,80.0,80.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,426946.08,426946.08
2025-12-01,SKU124,78,60,10,35,85,180577.02,False,Warehouse Only (No Sales History),Uncataloged SKU124,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,138,35.0,35.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,180577.02,180577.02
2025-12-01,SKU125,326,178,9,129,285,1134770.14,False,Warehouse Only (No Sales History),Uncataloged SKU125,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,504,129.0,129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1134770.14,1134770.14
2025-12-01,SKU126,304,358,11,79,281,941858.88,False,Warehouse Only (No Sales History),Uncataloged SKU126,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,662,79.0,79.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,941858.88,941858.88
2025-12-01,SKU127,347,520,11,95,265,1107224.95,False,Warehouse Only (No Sales History),Uncataloged SKU127,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,867,95.0,95.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1107224.95,1107224.95
2025-12-01,SKU128,428,150,13,130,399,1091738.12,False,Warehouse Only (No Sales History),Uncataloged SKU128,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,578,130.0,130.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1091738.12,1091738.12
2025-12-01,SKU129,81,40,3,23,32,322141.86,False,Warehouse Only (No Sales History),Uncataloged SKU129,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,121,23.0,23.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,322141.86,322141.86
2025-12-01,SKU130,692,322,6,135,274,3044537.04,False,Warehouse Only (No Sales History),Uncataloged SKU130,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1014,135.0,135.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3044537.04,3044537.04
2025-12-01,SKU131,95,135,9,39,87,615983.8,False,Warehouse Only (No Sales History),Uncataloged SKU131,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,230,39.0,39.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,615983.8,615983.8
2025-12-01,SKU132,184,196,14,71,274,948540.24,False,Warehouse Only (No Sales History),Uncataloged SKU132,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,380,71.0,71.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,948540.24,948540.24
2025-12-01,SKU133,1024,1089,14,271,781,1862287.36,False,Warehouse Only (No Sales History),Uncataloged SKU133,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2113,271.0,271.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1862287.36,1862287.36
2025-12-01,SKU134,191,180,11,43,146,1321828.87,False,Warehouse Only (No Sales History),Uncataloged SKU134,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,371,43.0,43.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1321828.87,1321828.87
2025-12-01,SKU135,223,288,10,86,213,220098.77,False,Warehouse Only (No Sales History),Uncataloged SKU135,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,511,86.0,86.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,220098.77,220098.77
2025-12-01,SKU136,74,152,10,35,80,66956.68,False,Warehouse Only (No Sales History),Uncataloged SKU136,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,226,35.0,35.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,66956.68,66956.68
2025-12-01,SKU137,468,437,12,202,662,3594857.76,False,Warehouse Only (No Sales History),Uncataloged SKU137,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,905,202.0,202.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3594857.76,3594857.76
2025-12-01,SKU138,77,80,13,37,116,373530.08,False,Warehouse Only (No Sales History),Uncataloged SKU138,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,157,37.0,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,373530.08,373530.08
2025-12-01,SKU139,490,282,5,101,194,3715037.9,False,Warehouse Only (No Sales History),Uncataloged SKU139,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,772,101.0,101.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3715037.9,3715037.9
2025-12-01,SKU140,236,449,14,152,544,1138249.24,False,Warehouse Only (No Sales History),Uncataloged SKU140,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,685,152.0,152.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1138249.24,1138249.24
2025-12-01,SKU141,139,268,3,127,188,219273.89,False,Warehouse Only (No Sales History),Uncataloged SKU141,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,407,127.0,127.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,219273.89,219273.89
2025-12-01,SKU142,349,604,14,104,316,1635532.66,False,Warehouse Only (No Sales History),Uncataloged SKU142,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,953,104.0,104.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1635532.66,1635532.66
2025-12-01,SKU143,328,234,7,68,163,2023894.48,False,Warehouse Only (No Sales History),Uncataloged SKU143,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,562,68.0,68.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2023894.48,2023894.48
2025-12-01,SKU144,115,31,13,15,66,467381.85,False,Warehouse Only (No Sales History),Uncataloged SKU144,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,146,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,467381.85,467381.85
2025-12-01,SKU145,885,135,13,169,655,1042476.9,False,Warehouse Only (No Sales History),Uncataloged SKU145,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1020,169.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1042476.9,1042476.9
2025-12-01,SKU146,394,47,10,92,238,366317.56,False,Warehouse Only (No Sales History),Uncataloged SKU146,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,441,92.0,92.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,366317.56,366317.56
2025-12-01,SKU147,154,83,10,70,187,962652.46,False,Warehouse Only (No Sales History),Uncataloged SKU147,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,237,70.0,70.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,962652.46,962652.46
2025-12-01,SKU148,62,133,13,17,79,175812.78,False,Warehouse Only (No Sales History),Uncataloged SKU148,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,195,17.0,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,175812.78,175812.78
2025-12-01,SKU149,387,332,9,85,199,908153.55,False,Warehouse Only (No Sales History),Uncataloged SKU149,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,719,85.0,85.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,908153.55,908153.55
2025-12-01,SKU150,92,239,14,59,231,247195.72,False,Warehouse Only (No Sales History),Uncataloged SKU150,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,331,59.0,59.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,247195.72,247195.72
2025-12-01,SKU151,981,971,5,299,486,7362395.19,False,Warehouse Only (No Sales History),Uncataloged SKU151,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1952,299.0,299.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,7362395.19,7362395.19
2025-12-01,SKU152,490,205,14,62,261,1578157.7,False,Warehouse Only (No Sales History),Uncataloged SKU152,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,695,62.0,62.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1578157.7,1578157.7
2025-12-01,SKU153,376,143,3,64,104,2821910.08,False,Warehouse Only (No Sales History),Uncataloged SKU153,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,519,64.0,64.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2821910.08,2821910.08
2025-12-01,SKU154,189,50,6,19,51,749405.79,False,Warehouse Only (No Sales History),Uncataloged SKU154,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,239,19.0,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,749405.79,749405.79
2025-12-01,SKU155,233,51,13,47,139,1354345.12,False,Warehouse Only (No Sales History),Uncataloged SKU155,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,284,47.0,47.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1354345.12,1354345.12
2025-12-01,SKU156,306,15,8,129,275,357472.26,False,Warehouse Only (No Sales History),Uncataloged SKU156,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,321,129.0,129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,357472.26,357472.26
2025-12-01,SKU157,47,40,10,14,33,56159.83,False,Warehouse Only (No Sales History),Uncataloged SKU157,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,87,14.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,56159.83,56159.83
2025-12-01,SKU158,455,47,4,144,244,2533098.75,False,Warehouse Only (No Sales History),Uncataloged SKU158,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,502,144.0,144.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2533098.75,2533098.75
2025-12-01,SKU159,311,231,14,146,502,2067170.35,False,Warehouse Only (No Sales History),Uncataloged SKU159,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,542,146.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2067170.35,2067170.35
2025-12-01,SKU160,126,87,14,50,140,479272.5,False,Warehouse Only (No Sales History),Uncataloged SKU160,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,213,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,479272.5,479272.5
2025-12-01,SKU161,270,169,10,86,251,1989338.4,False,Warehouse Only (No Sales History),Uncataloged SKU161,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,439,86.0,86.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1989338.4,1989338.4
2025-12-01,SKU162,353,166,8,126,353,390792.18,False,Warehouse Only (No Sales History),Uncataloged SKU162,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,519,126.0,126.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,390792.18,390792.18
2025-12-01,SKU163,165,23,4,57,101,404297.85,False,Warehouse Only (No Sales History),Uncataloged SKU163,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,188,57.0,57.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,404297.85,404297.85
2025-12-01,SKU164,190,228,11,53,166,204202.5,False,Warehouse Only (No Sales History),Uncataloged SKU164,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,418,53.0,53.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,204202.5,204202.5
2025-12-01,SKU165,123,22,13,66,217,650481.81,False,Warehouse Only (No Sales History),Uncataloged SKU165,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,145,66.0,66.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,650481.81,650481.81
2025-12-01,SKU166,89,204,8,56,178,640978.89,False,Warehouse Only (No Sales History),Uncataloged SKU166,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,293,56.0,56.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,640978.89,640978.89
