Week_Start,SKU,Product_Name,Category,Actual_Units,Origin_Index,Origin_Date,Horizon_Step,Pred_Baseline,Pred_ML
2025-08-18,SKU025,Product 025,Storage,18,79,2025-07-07,6,19,18.3
2025-08-18,SKU026,Product 026,Furniture,123,79,2025-07-07,6,144,136.3
2025-08-18,SKU027,Product 027,Home Decor,145,79,2025-07-07,6,165,170.7
2025-08-18,SKU028,Product 028,Kitchen,27,79,2025-07-07,6,37,34.9
2025-08-18,SKU029,Product 029,Lighting,114,79,2025-07-07,6,106,105.3
2025-08-18,SKU030,Product 030,Storage,36,79,2025-07-07,6,30,29.7
2025-08-18,SKU031,Product 031,Furniture,111,79,2025-07-07,6,104,104.9
2025-08-18,SKU032,Product 032,Home Decor,51,79,2025-07-07,6,42,58.6
2025-08-18,SKU033,Product 033,Kitchen,113,79,2025-07-07,6,109,113.6
2025-08-18,SKU034,Product 034,Lighting,103,79,2025-07-07,6,95,104.7
2025-08-18,SKU035,Product 035,Storage,117,79,2025-07-07,6,125,115.6
2025-08-18,SKU036,Product 036,Furniture,27,79,2025-07-07,6,34,38.3
2025-08-18,SKU037,Product 037,Home Decor,170,79,2025-07-07,6,134,163.7
2025-08-18,SKU038,Product 038,Kitchen,47,79,2025-07-07,6,42,44.0
2025-08-18,SKU039,Product 039,Lighting,18,79,2025-07-07,6,29,19.8
2025-08-18,SKU040,Product 040,Storage,110,79,2025-07-07,6,110,107.3
2025-08-18,SKU041,Product 041,Furniture,66,79,2025-07-07,6,67,64.2
2025-08-18,SKU042,Product 042,Home Decor,154,79,2025-07-07,6,126,126.6
2025-08-18,SKU043,Product 043,Kitchen,130,79,2025-07-07,6,123,128.6
2025-08-18,SKU044,Product 044,Lighting,70,79,2025-07-07,6,55,59.8
2025-08-18,SKU045,Product 045,Storage,159,79,2025-07-07,6,130,151.8
2025-08-18,SKU046,Product 046,Furniture,54,79,2025-07-07,6,60,65.5
2025-08-18,SKU047,Product 047,Home Decor,86,79,2025-07-07,6,101,108.1
2025-08-18,SKU048,Product 048,Kitchen,45,79,2025-07-07,6,59,50.3
2025-08-18,SKU049,Product 049,Lighting,145,79,2025-07-07,6,138,151.1
2025-08-18,SKU050,Product 050,Storage,35,79,2025-07-07,6,29,40.4
2025-08-25,SKU001,Product 001,Furniture,97,79,2025-07-07,7,92,95.1
2025-08-25,SKU002,Product 002,Home Decor,79,79,2025-07-07,7,69,67.3
2025-08-25,SKU003,Product 003,Kitchen,27,79,2025-07-07,7,40,36.7
2025-08-25,SKU004,Product 004,Lighting,36,79,2025-07-07,7,22,23.9
2025-08-25,SKU005,Product 005,Storage,96,79,2025-07-07,7,122,106.8
2025-08-25,SKU006,Product 006,Furniture,36,79,2025-07-07,7,55,39.4
2025-08-25,SKU007,Product 007,Home Decor,170,79,2025-07-07,7,151,169.7
2025-08-25,SKU008,Product 008,Kitchen,101,79,2025-07-07,7,107,108.8
2025-08-25,SKU009,Product 009,Lighting,62,79,2025-07-07,7,58,64.0
2025-08-25,SKU010,Product 010,Storage,114,79,2025-07-07,7,96,106.8
2025-08-25,SKU011,Product 011,Furniture,11,79,2025-07-07,7,17,18.9
2025-08-25,SKU012,Product 012,Home Decor,171,79,2025-07-07,7,176,189.3
2025-08-25,SKU013,Product 013,Kitchen,84,79,2025-07-07,7,86,99.7
2025-08-25,SKU014,Product 014,Lighting,157,79,2025-07-07,7,135,117.9
2025-08-25,SKU015,Product 015,Storage,28,79,2025-07-07,7,28,20.3
2025-08-25,SKU016,Product 016,Furniture,85,79,2025-07-07,7,98,89.8
2025-08-25,SKU017,Product 017,Home Decor,78,79,2025-07-07,7,85,96.7
2025-08-25,SKU018,Product 018,Kitchen,161,79,2025-07-07,7,171,174.7
2025-08-25,SKU019,Product 019,Lighting,93,79,2025-07-07,7,102,98.9
2025-08-25,SKU020,Product 020,Storage,74,79,2025-07-07,7,102,87.0
2025-08-25,SKU021,Product 021,Furniture,43,79,2025-07-07,7,53,58.8
2025-08-25,SKU022,Product 022,Home Decor,49,79,2025-07-07,7,66,62.9
2025-08-25,SKU023,Product 023,Kitchen,82,79,2025-07-07,7,85,106.8
2025-08-25,SKU024,Product 024,Lighting,93,79,2025-07-07,7,88,82.0
2025-08-25,SKU025,Product 025,Storage,22,79,2025-07-07,7,26,18.6
2025-08-25,SKU026,Product 026,Furniture,129,79,2025-07-07,7,129,124.7
2025-08-25,SKU027,Product 027,Home Decor,138,79,2025-07-07,7,154,145.0
2025-08-25,SKU028,Product 028,Kitchen,45,79,2025-07-07,7,31,35.9
2025-08-25,SKU029,Product 029,Lighting,103,79,2025-07-07,7,99,99.7
2025-08-25,SKU030,Product 030,Storage,32,79,2025-07-07,7,39,29.2
2025-08-25,SKU031,Product 031,Furniture,123,79,2025-07-07,7,124,108.2
2025-08-25,SKU032,Product 032,Home Decor,55,79,2025-07-07,7,50,59.0
2025-08-25,SKU033,Product 033,Kitchen,115,79,2025-07-07,7,107,108.8
2025-08-25,SKU034,Product 034,Lighting,138,79,2025-07-07,7,115,106.9
2025-08-25,SKU035,Product 035,Storage,132,79,2025-07-07,7,135,122.3
2025-08-25,SKU036,Product 036,Furniture,43,79,2025-07-07,7,28,33.9
2025-08-25,SKU037,Product 037,Home Decor,171,79,2025-07-07,7,156,176.4
2025-08-25,SKU038,Product 038,Kitchen,49,79,2025-07-07,7,48,45.3
2025-08-25,SKU039,Product 039,Lighting,13,79,2025-07-07,7,16,19.8
2025-08-25,SKU040,Product 040,Storage,99,79,2025-07-07,7,85,99.7
2025-08-25,SKU041,Product 041,Furniture,80,79,2025-07-07,7,77,71.3
2025-08-25,SKU042,Product 042,Home Decor,162,79,2025-07-07,7,147,135.2
2025-08-25,SKU043,Product 043,Kitchen,139,79,2025-07-07,7,140,137.5
2025-08-25,SKU044,Product 044,Lighting,51,79,2025-07-07,7,70,67.0
2025-08-25,SKU045,Product 045,Storage,138,79,2025-07-07,7,158,154.7
2025-08-25,SKU046,Product 046,Furniture,58,79,2025-07-07,7,55,61.9
2025-08-25,SKU047,Product 047,Home Decor,92,79,2025-07-07,7,110,111.9
2025-08-25,SKU048,Product 048,Kitchen,60,79,2025-07-07,7,65,49.7
2025-08-25,SKU049,Product 049,Lighting,159,79,2025-07-07,7,156,162.5
2025-08-25,SKU050,Product 050,Storage,34,79,2025-07-07,7,37,39.1
2025-09-01,SKU001,Product 001,Furniture,88,79,2025-07-07,8,96,104.2
2025-09-01,SKU002,Product 002,Home Decor,62,79,2025-07-07,8,56,64.9
2025-09-01,SKU003,Product 003,Kitchen,34,79,2025-07-07,8,38,37.9
2025-09-01,SKU004,Product 004,Lighting,38,79,2025-07-07,8,30,25.0
2025-09-01,SKU005,Product 005,Storage,95,79,2025-07-07,8,113,103.0
2025-09-01,SKU006,Product 006,Furniture,43,79,2025-07-07,8,33,40.3
2025-09-01,SKU007,Product 007,Home Decor,152,79,2025-07-07,8,157,166.9
2025-09-01,SKU008,Product 008,Kitchen,92,79,2025-07-07,8,115,109.5
2025-09-01,SKU009,Product 009,Lighting,71,79,2025-07-07,8,58,63.5
2025-09-01,SKU010,Product 010,Storage,104,79,2025-07-07,8,92,106.7
2025-09-01,SKU011,Product 011,Furniture,16,79,2025-07-07,8,18,20.1
2025-09-01,SKU012,Product 012,Home Decor,180,79,2025-07-07,8,151,166.1
2025-09-01,SKU013,Product 013,Kitchen,99,79,2025-07-07,8,98,99.5
2025-09-01,SKU014,Product 014,Lighting,127,79,2025-07-07,8,146,122.8
2025-09-01,SKU015,Product 015,Storage,28,79,2025-07-07,8,25,21.3
2025-09-01,SKU016,Product 016,Furniture,66,79,2025-07-07,8,94,90.9
2025-09-01,SKU017,Product 017,Home Decor,71,79,2025-07-07,8,98,100.1
2025-09-01,SKU018,Product 018,Kitchen,150,79,2025-07-07,8,158,175.8
2025-09-01,SKU019,Product 019,Lighting,103,79,2025-07-07,8,104,97.9
2025-09-01,SKU020,Product 020,Storage,97,79,2025-07-07,8,84,80.5
2025-09-01,SKU021,Product 021,Furniture,47,79,2025-07-07,8,52,61.1
2025-09-01,SKU022,Product 022,Home Decor,55,79,2025-07-07,8,64,64.4
2025-09-01,SKU023,Product 023,Kitchen,76,79,2025-07-07,8,88,109.0
2025-09-01,SKU024,Product 024,Lighting,104,79,2025-07-07,8,84,81.1
2025-09-01,SKU025,Product 025,Storage,17,79,2025-07-07,8,16,18.8
2025-09-01,SKU026,Product 026,Furniture,153,79,2025-07-07,8,146,131.3
2025-09-01,SKU027,Product 027,Home Decor,167,79,2025-07-07,8,127,127.9
2025-09-01,SKU028,Product 028,Kitchen,35,79,2025-07-07,8,41,37.8
2025-09-01,SKU029,Product 029,Lighting,90,79,2025-07-07,8,109,105.9
2025-09-01,SKU030,Product 030,Storage,26,79,2025-07-07,8,26,33.0
2025-09-01,SKU031,Product 031,Furniture,118,79,2025-07-07,8,110,108.9
2025-09-01,SKU032,Product 032,Home Decor,48,79,2025-07-07,8,58,59.3
2025-09-01,SKU033,Product 033,Kitchen,97,79,2025-07-07,8,109,109.0
2025-09-01,SKU034,Product 034,Lighting,150,79,2025-07-07,8,110,107.2
2025-09-01,SKU035,Product 035,Storage,147,79,2025-07-07,8,120,107.0
2025-09-01,SKU036,Product 036,Furniture,28,79,2025-07-07,8,33,36.1
2025-09-01,SKU037,Product 037,Home Decor,133,79,2025-07-07,8,155,164.5
2025-09-01,SKU038,Product 038,Kitchen,48,79,2025-07-07,8,58,46.8
2025-09-01,SKU039,Product 039,Lighting,17,79,2025-07-07,8,26,22.8
2025-09-01,SKU040,Product 040,Storage,105,79,2025-07-07,8,94,99.1
2025-09-01,SKU041,Product 041,Furniture,72,79,2025-07-07,8,63,61.8
2025-09-01,SKU042,Product 042,Home Decor,146,79,2025-07-07,8,147,138.0
2025-09-01,SKU043,Product 043,Kitchen,133,79,2025-07-07,8,148,138.9
2025-09-01,SKU044,Product 044,Lighting,56,79,2025-07-07,8,60,63.8
2025-09-01,SKU045,Product 045,Storage,163,79,2025-07-07,8,159,161.0
2025-09-01,SKU046,Product 046,Furniture,53,79,2025-07-07,8,60,57.3
2025-09-01,SKU047,Product 047,Home Decor,103,79,2025-07-07,8,96,106.3
2025-09-01,SKU048,Product 048,Kitchen,57,79,2025-07-07,8,41,49.4
2025-09-01,SKU049,Product 049,Lighting,152,79,2025-07-07,8,152,160.4
2025-09-01,SKU050,Product 050,Storage,29,79,2025-07-07,8,37,40.0
2025-09-08,SKU001,Product 001,Furniture,93,87,2025-09-01,1,89,89.1
2025-09-08,SKU002,Product 002,Home Decor,65,87,2025-09-01,1,61,62.0
2025-09-08,SKU003,Product 003,Kitchen,42,87,2025-09-01,1,30,32.1
2025-09-08,SKU004,Product 004,Lighting,29,87,2025-09-01,1,34,31.0
2025-09-08,SKU005,Product 005,Storage,96,87,2025-09-01,1,104,99.3
2025-09-08,SKU006,Product 006,Furniture,40,87,2025-09-01,1,38,35.7
2025-09-08,SKU007,Product 007,Home Decor,153,87,2025-09-01,1,174,154.8
2025-09-08,SKU008,Product 008,Kitchen,90,87,2025-09-01,1,93,94.9
2025-09-08,SKU009,Product 009,Lighting,87,87,2025-09-01,1,56,59.6
2025-09-08,SKU010,Product 010,Storage,92,87,2025-09-01,1,116,103.4
2025-09-08,SKU011,Product 011,Furniture,16,87,2025-09-01,1,22,19.4
2025-09-08,SKU012,Product 012,Home Decor,160,87,2025-09-01,1,167,172.6
2025-09-08,SKU013,Product 013,Kitchen,105,87,2025-09-01,1,101,92.5
2025-09-08,SKU014,Product 014,Lighting,151,87,2025-09-01,1,145,137.4
2025-09-08,SKU015,Product 015,Storage,24,87,2025-09-01,1,26,25.9
2025-09-08,SKU016,Product 016,Furniture,78,87,2025-09-01,1,77,86.3
2025-09-08,SKU017,Product 017,Home Decor,77,87,2025-09-01,1,88,86.8
2025-09-08,SKU018,Product 018,Kitchen,155,87,2025-09-01,1,158,152.6
2025-09-08,SKU019,Product 019,Lighting,76,87,2025-09-01,1,108,102.9
2025-09-08,SKU020,Product 020,Storage,91,87,2025-09-01,1,69,91.5
2025-09-08,SKU021,Product 021,Furniture,55,87,2025-09-01,1,55,47.7
2025-09-08,SKU022,Product 022,Home Decor,67,87,2025-09-01,1,59,60.6
2025-09-08,SKU023,Product 023,Kitchen,53,87,2025-09-01,1,87,85.5
2025-09-08,SKU024,Product 024,Lighting,79,87,2025-09-01,1,83,88.2
2025-09-08,SKU025,Product 025,Storage,16,87,2025-09-01,1,17,18.7
2025-09-08,SKU026,Product 026,Furniture,124,87,2025-09-01,1,143,146.0
2025-09-08,SKU027,Product 027,Home Decor,143,87,2025-09-01,1,134,138.4
2025-09-08,SKU028,Product 028,Kitchen,36,87,2025-09-01,1,26,34.2
2025-09-08,SKU029,Product 029,Lighting,89,87,2025-09-01,1,104,98.4
2025-09-08,SKU030,Product 030,Storage,34,87,2025-09-01,1,30,27.5
2025-09-08,SKU031,Product 031,Furniture,125,87,2025-09-01,1,135,122.5
2025-09-08,SKU032,Product 032,Home Decor,76,87,2025-09-01,1,60,48.6
2025-09-08,SKU033,Product 033,Kitchen,126,87,2025-09-01,1,107,113.0
2025-09-08,SKU034,Product 034,Lighting,115,87,2025-09-01,1,150,146.0
2025-09-08,SKU035,Product 035,Storage,119,87,2025-09-01,1,134,137.4
2025-09-08,SKU036,Product 036,Furniture,26,87,2025-09-01,1,30,30.8
2025-09-08,SKU037,Product 037,Home Decor,154,87,2025-09-01,1,149,153.6
2025-09-08,SKU038,Product 038,Kitchen,47,87,2025-09-01,1,47,48.2
2025-09-08,SKU039,Product 039,Lighting,20,87,2025-09-01,1,22,18.9
2025-09-08,SKU040,Product 040,Storage,106,87,2025-09-01,1,109,97.5
2025-09-08,SKU041,Product 041,Furniture,58,87,2025-09-01,1,66,68.1
2025-09-08,SKU042,Product 042,Home Decor,149,87,2025-09-01,1,126,147.7
2025-09-08,SKU043,Product 043,Kitchen,143,87,2025-09-01,1,124,134.6
2025-09-08,SKU044,Product 044,Lighting,61,87,2025-09-01,1,63,53.0
2025-09-08,SKU045,Product 045,Storage,171,87,2025-09-01,1,154,145.6
2025-09-08,SKU046,Product 046,Furniture,56,87,2025-09-01,1,56,53.0
2025-09-08,SKU047,Product 047,Home Decor,78,87,2025-09-01,1,75,92.8
2025-09-08,SKU048,Product 048,Kitchen,58,87,2025-09-01,1,63,55.6
2025-09-08,SKU049,Product 049,Lighting,167,87,2025-09-01,1,164,154.9
2025-09-08,SKU050,Product 050,Storage,33,87,2025-09-01,1,52,35.0
2025-09-15,SKU001,Product 001,Furniture,88,87,2025-09-01,2,104,98.1
2025-09-15,SKU002,Product 002,Home Decor,79,87,2025-09-01,2,59,64.3
2025-09-15,SKU003,Product 003,Kitchen,39,87,2025-09-01,2,41,28.0
2025-09-15,SKU004,Product 004,Lighting,26,87,2025-09-01,2,29,29.7
2025-09-15,SKU005,Product 005,Storage,89,87,2025-09-01,2,95,90.2
2025-09-15,SKU006,Product 006,Furniture,45,87,2025-09-01,2,42,34.0
2025-09-15,SKU007,Product 007,Home Decor,162,87,2025-09-01,2,151,155.5
2025-09-15,SKU008,Product 008,Kitchen,87,87,2025-09-01,2,101,93.1
2025-09-15,SKU009,Product 009,Lighting,70,87,2025-09-01,2,58,64.0
2025-09-15,SKU010,Product 010,Storage,114,87,2025-09-01,2,115,96.1
2025-09-15,SKU011,Product 011,Furniture,16,87,2025-09-01,2,15,18.2
2025-09-15,SKU012,Product 012,Home Decor,171,87,2025-09-01,2,163,170.4
2025-09-15,SKU013,Product 013,Kitchen,82,87,2025-09-01,2,84,95.5
2025-09-15,SKU014,Product 014,Lighting,140,87,2025-09-01,2,137,143.1
2025-09-15,SKU015,Product 015,Storage,23,87,2025-09-01,2,21,25.4
2025-09-15,SKU016,Product 016,Furniture,76,87,2025-09-01,2,90,84.1
2025-09-15,SKU017,Product 017,Home Decor,83,87,2025-09-01,2,88,88.1
2025-09-15,SKU018,Product 018,Kitchen,148,87,2025-09-01,2,163,150.0
2025-09-15,SKU019,Product 019,Lighting,100,87,2025-09-01,2,80,97.2
2025-09-15,SKU020,Product 020,Storage,79,87,2025-09-01,2,83,88.5
2025-09-15,SKU021,Product 021,Furniture,55,87,2025-09-01,2,48,50.0
2025-09-15,SKU022,Product 022,Home Decor,60,87,2025-09-01,2,66,57.8
2025-09-15,SKU023,Product 023,Kitchen,111,87,2025-09-01,2,85,85.7
2025-09-15,SKU024,Product 024,Lighting,84,87,2025-09-01,2,72,85.1
2025-09-15,SKU025,Product 025,Storage,16,87,2025-09-01,2,15,19.9
2025-09-15,SKU026,Product 026,Furniture,138,87,2025-09-01,2,120,142.5
2025-09-15,SKU027,Product 027,Home Decor,158,87,2025-09-01,2,143,141.4
2025-09-15,SKU028,Product 028,Kitchen,34,87,2025-09-01,2,44,35.1
2025-09-15,SKU029,Product 029,Lighting,105,87,2025-09-01,2,93,94.2
2025-09-15,SKU030,Product 030,Storage,32,87,2025-09-01,2,32,28.3
2025-09-15,SKU031,Product 031,Furniture,118,87,2025-09-01,2,123,110.8
2025-09-15,SKU032,Product 032,Home Decor,57,87,2025-09-01,2,69,47.0
2025-09-15,SKU033,Product 033,Kitchen,110,87,2025-09-01,2,88,102.2
2025-09-15,SKU034,Product 034,Lighting,110,87,2025-09-01,2,153,144.4
2025-09-15,SKU035,Product 035,Storage,138,87,2025-09-01,2,133,139.2
2025-09-15,SKU036,Product 036,Furniture,35,87,2025-09-01,2,28,31.6
2025-09-15,SKU037,Product 037,Home Decor,165,87,2025-09-01,2,163,153.6
2025-09-15,SKU038,Product 038,Kitchen,40,87,2025-09-01,2,43,47.2
2025-09-15,SKU039,Product 039,Lighting,18,87,2025-09-01,2,22,19.9
2025-09-15,SKU040,Product 040,Storage,109,87,2025-09-01,2,89,88.5
2025-09-15,SKU041,Product 041,Furniture,66,87,2025-09-01,2,74,62.8
2025-09-15,SKU042,Product 042,Home Decor,169,87,2025-09-01,2,147,147.4
2025-09-15,SKU043,Product 043,Kitchen,143,87,2025-09-01,2,136,134.8
2025-09-15,SKU044,Product 044,Lighting,47,87,2025-09-01,2,56,52.2
2025-09-15,SKU045,Product 045,Storage,147,87,2025-09-01,2,152,149.9
2025-09-15,SKU046,Product 046,Furniture,61,87,2025-09-01,2,54,51.2
2025-09-15,SKU047,Product 047,Home Decor,87,87,2025-09-01,2,94,90.3
2025-09-15,SKU048,Product 048,Kitchen,54,87,2025-09-01,2,56,53.1
2025-09-15,SKU049,Product 049,Lighting,158,87,2025-09-01,2,150,155.4
2025-09-15,SKU050,Product 050,Storage,30,87,2025-09-01,2,27,30.3
2025-09-22,SKU001,Product 001,Furniture,86,87,2025-09-01,3,109,90.3
2025-09-22,SKU002,Product 002,Home Decor,60,87,2025-09-01,3,63,59.0
2025-09-22,SKU003,Product 003,Kitchen,42,87,2025-09-01,3,32,28.4
2025-09-22,SKU004,Product 004,Lighting,28,87,2025-09-01,3,26,29.6
2025-09-22,SKU005,Product 005,Storage,108,87,2025-09-01,3,108,93.4
2025-09-22,SKU006,Product 006,Furniture,48,87,2025-09-01,3,40,33.1
2025-09-22,SKU007,Product 007,Home Decor,171,87,2025-09-01,3,170,163.4
2025-09-22,SKU008,Product 008,Kitchen,93,87,2025-09-01,3,107,97.7
2025-09-22,SKU009,Product 009,Lighting,69,87,2025-09-01,3,67,56.3
2025-09-22,SKU010,Product 010,Storage,100,87,2025-09-01,3,128,98.7
2025-09-22,SKU011,Product 011,Furniture,11,87,2025-09-01,3,18,18.5
2025-09-22,SKU012,Product 012,Home Decor,150,87,2025-09-01,3,174,170.1
2025-09-22,SKU013,Product 013,Kitchen,82,87,2025-09-01,3,99,89.2
2025-09-22,SKU014,Product 014,Lighting,132,87,2025-09-01,3,151,134.5
2025-09-22,SKU015,Product 015,Storage,28,87,2025-09-01,3,20,24.9
2025-09-22,SKU016,Product 016,Furniture,78,87,2025-09-01,3,89,83.1
2025-09-22,SKU017,Product 017,Home Decor,90,87,2025-09-01,3,101,71.8
2025-09-22,SKU018,Product 018,Kitchen,146,87,2025-09-01,3,169,156.7
2025-09-22,SKU019,Product 019,Lighting,105,87,2025-09-01,3,97,88.9
2025-09-22,SKU020,Product 020,Storage,86,87,2025-09-01,3,80,78.4
2025-09-22,SKU021,Product 021,Furniture,53,87,2025-09-01,3,61,41.3
2025-09-22,SKU022,Product 022,Home Decor,61,87,2025-09-01,3,72,50.4
2025-09-22,SKU023,Product 023,Kitchen,90,87,2025-09-01,3,89,76.7
2025-09-22,SKU024,Product 024,Lighting,80,87,2025-09-01,3,85,80.8
2025-09-22,SKU025,Product 025,Storage,21,87,2025-09-01,3,12,20.3
2025-09-22,SKU026,Product 026,Furniture,132,87,2025-09-01,3,129,135.2
2025-09-22,SKU027,Product 027,Home Decor,150,87,2025-09-01,3,156,156.7
2025-09-22,SKU028,Product 028,Kitchen,30,87,2025-09-01,3,25,33.9
2025-09-22,SKU029,Product 029,Lighting,86,87,2025-09-01,3,93,87.5
2025-09-22,SKU030,Product 030,Storage,41,87,2025-09-01,3,37,29.5
2025-09-22,SKU031,Product 031,Furniture,112,87,2025-09-01,3,116,110.5
2025-09-22,SKU032,Product 032,Home Decor,60,87,2025-09-01,3,43,46.5
2025-09-22,SKU033,Product 033,Kitchen,125,87,2025-09-01,3,106,102.1
2025-09-22,SKU034,Product 034,Lighting,148,87,2025-09-01,3,111,130.6
2025-09-22,SKU035,Product 035,Storage,123,87,2025-09-01,3,130,133.9
2025-09-22,SKU036,Product 036,Furniture,27,87,2025-09-01,3,32,31.2
2025-09-22,SKU037,Product 037,Home Decor,157,87,2025-09-01,3,132,142.0
2025-09-22,SKU038,Product 038,Kitchen,49,87,2025-09-01,3,37,45.8
2025-09-22,SKU039,Product 039,Lighting,25,87,2025-09-01,3,24,18.7
2025-09-22,SKU040,Product 040,Storage,87,87,2025-09-01,3,84,83.8
2025-09-22,SKU041,Product 041,Furniture,62,87,2025-09-01,3,62,62.2
2025-09-22,SKU042,Product 042,Home Decor,123,87,2025-09-01,3,133,145.1
2025-09-22,SKU043,Product 043,Kitchen,121,87,2025-09-01,3,140,139.3
2025-09-22,SKU044,Product 044,Lighting,66,87,2025-09-01,3,68,48.6
2025-09-22,SKU045,Product 045,Storage,162,87,2025-09-01,3,178,155.7
2025-09-22,SKU046,Product 046,Furniture,73,87,2025-09-01,3,56,46.6
2025-09-22,SKU047,Product 047,Home Decor,94,87,2025-09-01,3,115,96.1
2025-09-22,SKU048,Product 048,Kitchen,50,87,2025-09-01,3,48,48.3
2025-09-22,SKU049,Product 049,Lighting,168,87,2025-09-01,3,178,159.3
2025-09-22,SKU050,Product 050,Storage,38,87,2025-09-01,3,25,30.0
2025-09-29,SKU001,Product 001,Furniture,83,87,2025-09-01,4,71,85.9
2025-09-29,SKU002,Product 002,Home Decor,63,87,2025-09-01,4,51,59.8
2025-09-29,SKU003,Product 003,Kitchen,43,87,2025-09-01,4,32,30.7
2025-09-29,SKU004,Product 004,Lighting,23,87,2025-09-01,4,26,31.5
2025-09-29,SKU005,Product 005,Storage,97,87,2025-09-01,4,86,86.4
2025-09-29,SKU006,Product 006,Furniture,43,87,2025-09-01,4,47,36.0
2025-09-29,SKU007,Product 007,Home Decor,129,87,2025-09-01,4,130,135.5
2025-09-29,SKU008,Product 008,Kitchen,98,87,2025-09-01,4,89,87.0
2025-09-29,SKU009,Product 009,Lighting,58,87,2025-09-01,4,42,64.2
2025-09-29,SKU010,Product 010,Storage,79,87,2025-09-01,4,122,102.3
2025-09-29,SKU011,Product 011,Furniture,28,87,2025-09-01,4,11,21.0
2025-09-29,SKU012,Product 012,Home Decor,136,87,2025-09-01,4,144,158.2
2025-09-29,SKU013,Product 013,Kitchen,96,87,2025-09-01,4,68,80.6
2025-09-29,SKU014,Product 014,Lighting,123,87,2025-09-01,4,97,118.7
2025-09-29,SKU015,Product 015,Storage,19,87,2025-09-01,4,34,26.9
2025-09-29,SKU016,Product 016,Furniture,72,87,2025-09-01,4,71,81.4
2025-09-29,SKU017,Product 017,Home Decor,75,87,2025-09-01,4,60,72.3
2025-09-29,SKU018,Product 018,Kitchen,138,87,2025-09-01,4,134,134.1
2025-09-29,SKU019,Product 019,Lighting,83,87,2025-09-01,4,81,93.0
2025-09-29,SKU020,Product 020,Storage,75,87,2025-09-01,4,77,84.8
2025-09-29,SKU021,Product 021,Furniture,35,87,2025-09-01,4,50,46.7
2025-09-29,SKU022,Product 022,Home Decor,50,87,2025-09-01,4,53,48.0
2025-09-29,SKU023,Product 023,Kitchen,89,87,2025-09-01,4,76,79.5
2025-09-29,SKU024,Product 024,Lighting,69,87,2025-09-01,4,83,82.1
2025-09-29,SKU025,Product 025,Storage,12,87,2025-09-01,4,14,20.5
2025-09-29,SKU026,Product 026,Furniture,114,87,2025-09-01,4,131,135.1
2025-09-29,SKU027,Product 027,Home Decor,151,87,2025-09-01,4,126,134.7
2025-09-29,SKU028,Product 028,Kitchen,18,87,2025-09-01,4,36,35.6
2025-09-29,SKU029,Product 029,Lighting,78,87,2025-09-01,4,98,85.6
2025-09-29,SKU030,Product 030,Storage,27,87,2025-09-01,4,22,29.7
2025-09-29,SKU031,Product 031,Furniture,107,87,2025-09-01,4,105,105.5
2025-09-29,SKU032,Product 032,Home Decor,44,87,2025-09-01,4,50,49.2
2025-09-29,SKU033,Product 033,Kitchen,102,87,2025-09-01,4,94,102.0
2025-09-29,SKU034,Product 034,Lighting,106,87,2025-09-01,4,118,128.3
2025-09-29,SKU035,Product 035,Storage,134,87,2025-09-01,4,114,129.6
2025-09-29,SKU036,Product 036,Furniture,33,87,2025-09-01,4,27,30.0
2025-09-29,SKU037,Product 037,Home Decor,140,87,2025-09-01,4,143,145.5
2025-09-29,SKU038,Product 038,Kitchen,40,87,2025-09-01,4,41,47.3
2025-09-29,SKU039,Product 039,Lighting,26,87,2025-09-01,4,16,20.8
2025-09-29,SKU040,Product 040,Storage,76,87,2025-09-01,4,91,79.2
2025-09-29,SKU041,Product 041,Furniture,67,87,2025-09-01,4,62,62.3
2025-09-29,SKU042,Product 042,Home Decor,132,87,2025-09-01,4,120,141.1
2025-09-29,SKU043,Product 043,Kitchen,115,87,2025-09-01,4,130,139.7
2025-09-29,SKU044,Product 044,Lighting,50,87,2025-09-01,4,48,48.9
2025-09-29,SKU045,Product 045,Storage,142,87,2025-09-01,4,139,141.6
2025-09-29,SKU046,Product 046,Furniture,62,87,2025-09-01,4,54,48.5
2025-09-29,SKU047,Product 047,Home Decor,77,87,2025-09-01,4,75,86.1
2025-09-29,SKU048,Product 048,Kitchen,46,87,2025-09-01,4,47,48.9
2025-09-29,SKU049,Product 049,Lighting,142,87,2025-09-01,4,147,134.1
2025-09-29,SKU050,Product 050,Storage,35,87,2025-09-01,4,34,31.8
2025-10-06,SKU001,Product 001,Furniture,82,87,2025-09-01,5,82,80.6
2025-10-06,SKU002,Product 002,Home Decor,56,87,2025-09-01,5,65,60.1
2025-10-06,SKU003,Product 003,Kitchen,33,87,2025-09-01,5,34,31.7
2025-10-06,SKU004,Product 004,Lighting,28,87,2025-09-01,5,29,30.7
2025-10-06,SKU005,Product 005,Storage,107,87,2025-09-01,5,96,85.1
2025-10-06,SKU006,Product 006,Furniture,38,87,2025-09-01,5,38,33.6
2025-10-06,SKU007,Product 007,Home Decor,149,87,2025-09-01,5,123,137.7
2025-10-06,SKU008,Product 008,Kitchen,88,87,2025-09-01,5,80,83.5
2025-10-06,SKU009,Product 009,Lighting,51,87,2025-09-01,5,65,60.6
2025-10-06,SKU010,Product 010,Storage,83,87,2025-09-01,5,79,92.1
2025-10-06,SKU011,Product 011,Furniture,16,87,2025-09-01,5,16,22.0
2025-10-06,SKU012,Product 012,Home Decor,140,87,2025-09-01,5,144,149.3
